log_id,timestamp,airport_code,flight_number,departure_city,arrival_city,passenger_count,flight_status,gate_number,airline_name,FastTrack
258,01/03/2022 12:39:39,LKW,UA789,Qingshan,Tuochuan,359,Delayed,14,Yacero,Premium
259,05/07/2022 18:18:19,YEV,UA789,Mayang,Sobreda,367,Cancelled,21,Tazz,None
260,07/24/2022 02:05:26,RGT,UA789,Saint-Denis,Sölvesborg,82,Delayed,29,Feedmix,Standard
261,02/26/2022 15:02:54,NCG,AA123,Zaragoza,Huacao,227,On Time,29,Mymm,None
262,06/25/2022 22:57:45,MPY,DL456,,Nantes,393,Cancelled,8,Zava,Premium
263,11/14/2022 10:26:03,MEX,DL456,Setro,La Charité-sur-Loire,364,On Time,1,Oyope,None
264,05/05/2022 04:10:08,MED,DL456,Edgeworthstown,Moravská Třebová,387,Delayed,8,Aibox,None
265,03/02/2022 14:43:49,BEI,UA789,Shuibian,Mache,97,On Time,13,Divape,Standard
266,10/02/2022 08:20:10,TJI,UA789,Padangbai,Ḩāfiz̧ Moghul,246,Cancelled,24,Flipbug,Premium
267,07/19/2022 16:39:26,DDU,UA789,Varkaus,Lanpelan,319,Cancelled,29,Babbleset,Standard
268,04/29/2022 21:42:01,ZYL,UA789,Pojok,Archis,329,Delayed,8,Yacero,Standard
269,08/26/2022 05:21:41,ALZ,AA123,Brka,Tisul’,155,Cancelled,21,Quaxo,None
270,11/09/2022 09:42:06,BIA,AA123,Verkhoshizhem’ye,Podebłocie,344,Cancelled,6,Linkbridge,Standard
271,08/03/2022 03:40:43,EFK,AA123,Iguape,Ħamrun,308,Delayed,30,Linkbuzz,Standard
272,04/22/2022 21:34:00,CVC,AA123,,Wukeshu,338,On Time,26,Eare,Premium
273,09/01/2022 15:51:51,SEY,UA789,Stalís,Ronneby,220,Delayed,11,Janyx,Standard
274,06/07/2022 07:50:04,BNI,DL456,Cutral-Có,Bergerac,105,Delayed,11,Yakitri,Premium
275,05/22/2022 19:43:12,HUY,UA789,Kudinovo,Ciudad Ojeda,117,On Time,20,Dynabox,Standard
276,03/06/2022 19:26:37,FDF,DL456,Ush-Tyube,Krasnyy Klyuch,40,On Time,7,Edgeblab,Premium
277,05/28/2022 12:51:36,GXY,DL456,Pervoural’sk,Santa Bernardina,392,Delayed,25,Pixoboo,Standard
278,06/06/2022 03:46:31,CEJ,UA789,,Igir-igir,54,On Time,17,Wordify,None
279,05/03/2022 21:07:05,DVD,DL456,Nha Trang,Tushi,179,Delayed,19,Twitterbridge,None
280,03/30/2022 14:15:33,GHN,DL456,Thap Khlo,Jianli,274,On Time,22,Twiyo,Premium
281,12/12/2022 14:11:18,IMQ,UA789,,Oslo,68,Delayed,10,Babblestorm,Standard
282,05/30/2022 14:22:00,AEG,DL456,Yazman,Ouango,338,Delayed,6,Realbridge,Standard
283,10/21/2022 19:38:06,JCB,AA123,Mhango,Gandi,38,Delayed,3,Zoonoodle,Premium
284,06/25/2022 13:36:29,GGT,UA789,Forquilhinha,Lorraine,7,Cancelled,7,Dynabox,None
285,10/25/2022 08:18:20,TXN,AA123,Liuduzhai,Ilām,370,Cancelled,20,Skaboo,None
286,03/26/2022 14:14:13,RVC,UA789,,Tolstoy-Yurt,126,Delayed,26,Roomm,Standard
287,05/16/2022 08:04:19,CGA,DL456,Konibodom,Sidamukti,38,Cancelled,1,Skidoo,Premium
288,10/13/2022 17:34:54,ANB,UA789,Nanchoc,Hrazdan,352,Delayed,6,Skimia,None
289,06/16/2022 06:16:08,TWF,AA123,Jiangning,Pępowo,109,On Time,6,Dynava,Premium
290,06/04/2022 21:20:04,LKG,UA789,Nong Khai,Qiling,119,Delayed,8,Devify,Standard
291,01/17/2022 23:53:23,HPY,DL456,Clogherhead,Kaa-Khem,220,Delayed,23,Ozu,Premium
292,10/10/2022 20:32:01,BQJ,AA123,Cañuelas,Chengcun,32,On Time,2,Oloo,Premium
293,02/08/2022 03:50:27,APR,AA123,Svorónos,Lindong,369,Delayed,14,Roodel,None
294,10/23/2022 19:58:36,HLA,AA123,Borbon,Kansas City,15,On Time,2,Eabox,Standard
295,10/13/2022 12:45:01,RIS,UA789,Kidatu,Luisiana,277,Cancelled,15,Jayo,None
296,10/05/2022 05:21:16,CVQ,DL456,Tours,Xijiao,133,On Time,29,Flipstorm,Standard
297,10/28/2022 01:03:35,BYQ,DL456,Guyancourt,Gaohu,255,Delayed,2,Demizz,None
298,02/16/2022 07:03:19,GGW,AA123,Podol’sk,Samir,287,Cancelled,28,Browsecat,None
299,09/05/2022 14:58:49,ULB,DL456,Sirnaresmi,Parada de Todeia,101,Delayed,6,Browsecat,None
300,10/26/2022 07:07:40,YLB,UA789,Itabuna,Lai Cách,136,Delayed,27,Quaxo,Standard
301,08/15/2022 19:44:01,ESS,UA789,North Little Rock,Guilhabreu,275,Cancelled,28,Voolia,Standard
302,09/18/2022 01:14:22,PWY,DL456,Myrzakent,Krasnogorskoye,31,On Time,10,Flashset,None
303,12/15/2022 02:18:42,BNB,UA789,Barra Velha,Thạnh Phú,374,Cancelled,9,Kayveo,Standard
304,11/24/2022 01:06:42,POR,DL456,Mâcon,Makurdi,174,On Time,20,Oodoo,None
305,04/26/2022 18:00:58,NQU,UA789,Mijiang,Cigaleuh Kulon,218,Delayed,10,Jabberbean,Premium
306,09/10/2022 05:36:05,ABK,AA123,Chengzhai,Quiriquire,234,Delayed,24,Dynabox,None
307,10/05/2022 02:56:43,TSF,DL456,Leiden,Firavitoba,217,On Time,22,Camimbo,None
308,12/05/2022 13:55:18,PQQ,DL456,Lorient,Zharkovskiy,261,Delayed,9,Thoughtstorm,None
309,03/04/2022 12:58:12,SKO,AA123,La Unión,Alvalade,210,Cancelled,14,Feedbug,None
310,05/04/2022 02:29:50,CGP,UA789,Maracaibo,Aranguren,142,On Time,16,Zoozzy,Premium
311,04/02/2022 17:15:38,TKP,AA123,Umeå,Rodnikovskaya,346,Delayed,4,Divanoodle,Standard
312,08/14/2022 04:30:54,AAZ,DL456,Monasterevin,Matlang,243,On Time,14,Wordtune,Standard
313,02/24/2022 05:49:31,LRE,DL456,Huacheng,Darovskoy,262,On Time,11,Realbuzz,Premium
314,09/12/2022 12:47:45,YON,AA123,Kafir Qala,Najrān,152,Cancelled,18,Feedmix,None
315,05/06/2022 00:33:25,MJG,UA789,Xinsheng,Sila Lat,47,Cancelled,3,Wikizz,Standard
316,01/27/2022 19:39:36,TUR,DL456,Minanga Norte,Gaoliban,147,Delayed,30,Twitterbeat,None
317,09/15/2022 03:17:12,JNZ,UA789,Mixco,Zagazig,326,On Time,28,Flashdog,Premium
318,01/29/2022 16:11:15,ARK,UA789,Hongyansi,Baon,19,Delayed,12,Tagchat,Premium
319,11/24/2022 13:04:47,TBY,AA123,Yanjiang,Jantake,280,On Time,11,Skyba,Standard
320,12/07/2022 08:33:06,BVA,AA123,Hualongyan,Barretos,200,Delayed,22,Twitternation,None
321,04/28/2022 15:50:39,KPR,AA123,Mbandaka,Fréjus,328,On Time,10,Tazz,Standard
322,09/27/2022 06:00:17,NBE,UA789,Tulusmulyo,Concepción,193,On Time,4,Wordpedia,Premium
323,09/09/2022 23:12:43,WGN,UA789,Kalix,Idenao,202,Cancelled,7,Ainyx,Premium
324,06/19/2022 09:52:28,FDF,UA789,Arţās,Sośnicowice,382,Delayed,8,Youspan,Standard
325,04/14/2022 20:19:59,TIE,AA123,,Watulabara,131,On Time,22,Eabox,None
326,05/03/2022 10:56:29,QFX,AA123,,Jielin,390,On Time,23,Yodoo,None
327,06/01/2022 13:56:26,OIA,UA789,Sanying,Tawun,212,On Time,17,Yoveo,Premium
328,02/07/2022 07:23:05,TTL,UA789,Nuevo Arraiján,Muzidian,50,Delayed,5,Quinu,Standard
329,09/21/2022 00:28:09,BEJ,DL456,Tubo,Longgang,277,Delayed,8,Zoozzy,Standard
330,03/19/2022 17:41:05,KAN,DL456,Sokol’niki,Mtsensk,75,Delayed,13,Photobug,None
331,02/18/2022 23:01:40,RKW,UA789,João Alfredo,Harbour Breton,68,Cancelled,25,Mynte,None
332,08/21/2022 05:36:56,DXE,AA123,Padangbatung,Täby,66,Delayed,12,Flashdog,Standard
333,03/06/2022 10:57:29,REO,DL456,El Progreso,Hengshanqiao,301,On Time,18,Geba,Standard
334,02/05/2022 09:35:17,RGT,UA789,,Gargaliánoi,11,Delayed,2,Kwinu,Standard
335,05/05/2022 08:37:02,ABL,DL456,Zhangjiayuan,Karangintan,165,On Time,26,Gabtune,None
336,04/13/2022 14:32:19,UPL,UA789,Kajuru,Hikari,178,Cancelled,20,Centizu,None
337,06/17/2022 13:27:29,VTU,AA123,Velykyy Klyuchiv,Tongxing,349,Cancelled,12,Eazzy,Standard
338,07/06/2022 13:10:49,MAF,UA789,Xaysetha,Nazir Town,13,Cancelled,19,Aimbo,None
339,03/09/2022 06:51:53,GRY,AA123,Hollola,Aubervilliers,85,Cancelled,4,Eire,Standard
340,04/12/2022 17:34:15,YWN,AA123,Kemang,Kungshamn,6,Delayed,26,Lazz,None
341,01/02/2022 07:51:48,FAY,UA789,Wangcao,Santiago de los Caballeros,2,On Time,14,Kwideo,Standard
342,11/09/2022 02:08:02,TOE,AA123,Dollard-Des Ormeaux,Vinkkilä,384,Cancelled,14,Skiba,Premium
343,05/21/2022 22:42:55,PGA,DL456,Krasnaya Polyana,Plesná,34,Cancelled,26,Centizu,Standard
344,03/12/2022 19:49:50,YAR,DL456,Ashikaga,Buenavista,369,Delayed,16,Youspan,None
345,07/05/2022 08:45:14,CNO,DL456,Dazhou,Platagata,141,On Time,17,Vimbo,None
346,04/10/2022 22:17:08,IGU,AA123,Karabanovo,Korenëvo,392,Cancelled,27,Kaymbo,Standard
347,08/11/2022 19:48:07,TEM,AA123,Potiskum,Paripiranga,147,Cancelled,18,Vitz,Standard
348,02/23/2022 02:04:16,RDS,UA789,Sumberpandan,Calceta,293,Delayed,16,Edgewire,None
349,04/10/2022 15:35:43,AYU,DL456,Tarui,Caçapava do Sul,170,Delayed,5,Meedoo,None
350,09/28/2022 16:44:29,YNS,UA789,Kombolcha,Netrakona,375,On Time,19,Npath,Premium
351,12/28/2022 06:46:19,BCR,DL456,Pembroke,Cibinong,43,Cancelled,7,Realbuzz,None
352,09/18/2022 18:13:18,PGN,DL456,Balas,Cheongju-si,234,Cancelled,6,Avaveo,Standard
353,09/10/2022 03:02:42,AHT,DL456,Taiping,Metu,214,Delayed,17,Avavee,Standard
354,08/31/2022 10:47:55,AAB,UA789,Tanjung,Buga,132,Delayed,20,Linkbridge,Standard
355,10/12/2022 09:17:59,YEY,AA123,Al Khafjī,Jevíčko,142,On Time,11,Lazz,Premium
356,06/12/2022 00:11:59,LCE,AA123,Yucheng,Bobonan,65,Delayed,18,Teklist,None
357,01/17/2022 22:37:39,TKH,AA123,,Chegdomyn,323,On Time,11,Photobug,None
358,09/14/2022 01:42:28,LDG,UA789,,Youghal,88,Cancelled,21,Roodel,Premium
359,06/27/2022 11:12:14,ROP,AA123,María la Baja,Balading,306,Delayed,29,Ozu,None
360,08/26/2022 12:47:17,PCU,DL456,Pasar,Dolní Cerekev,96,Cancelled,13,Skyble,None
361,01/21/2022 03:34:36,JWA,AA123,Shiye,Dashu,94,On Time,18,Rhyzio,Standard
362,11/02/2022 14:14:18,CCH,DL456,Yanguan,Thị Trấn Ngọc Lặc,72,Delayed,13,Skinix,Premium
363,04/20/2022 10:44:46,OSG,UA789,,Longueuil,197,Cancelled,21,Jayo,Premium
364,07/27/2022 14:45:53,RIY,DL456,Braga,Bangeran,139,Cancelled,27,Eamia,Standard
365,03/04/2022 23:31:54,RNZ,UA789,Kárystos,Biankouma,23,Cancelled,22,Flipopia,Standard
366,08/25/2022 03:15:14,WUH,UA789,Kayan,Lazaro Cardenas,9,Cancelled,30,Meevee,Standard
367,03/01/2022 07:56:10,ROA,DL456,Coromandel,Igreja,317,Delayed,11,Avamm,Premium
368,12/04/2022 19:48:41,BWM,DL456,Goúvai,Erenhot,103,On Time,23,Gabtype,None
369,04/29/2022 00:13:06,VRK,DL456,,San Pedro One,149,On Time,12,Ntag,None
370,08/11/2022 06:11:44,GTS,UA789,Yuanba,Kamieniec Ząbkowicki,157,Delayed,26,Pixope,None
371,04/09/2022 04:32:34,ZIN,DL456,Musawa,Pagatan,98,Delayed,15,Trudoo,Standard
372,11/18/2022 17:20:50,GRQ,AA123,Uva,La Fortuna,67,Cancelled,4,Blogpad,Standard
373,09/28/2022 18:51:12,DFI,AA123,La Hacienda,Tafí Viejo,64,On Time,21,Jaxbean,None
374,11/07/2022 05:37:47,SII,UA789,Batulenger Barat,Emiliano Zapata,217,Cancelled,11,Viva,None
375,03/08/2022 13:56:44,SAM,UA789,,Quartier Militaire,337,Cancelled,14,Meevee,None
376,10/24/2022 00:31:22,BDS,AA123,Tempursari Wetan,Bandhagen,204,On Time,27,Eabox,Premium
377,08/19/2022 21:00:26,UCT,AA123,Benjamin Constant,Guandian,115,Delayed,19,Yombu,Premium
378,10/25/2022 19:50:21,LGD,UA789,Lanjaghbyur,Vân Canh,42,Cancelled,2,Feedfire,None
379,11/25/2022 00:42:09,RYN,UA789,Carice,Chiara,295,Delayed,10,Jatri,None
380,01/29/2022 20:52:09,TTQ,AA123,Shajing,Phichit,250,On Time,25,Kwideo,Premium
381,03/18/2022 03:18:15,0,UA789,Tando Jām,Dushk,286,Cancelled,14,Dynava,None
382,07/30/2022 13:31:42,XNG,AA123,,Shāhdādkot,348,Delayed,11,Centimia,None
383,04/24/2022 15:45:45,OKB,DL456,Farasān,Konstantynów,20,Delayed,25,Blogtags,Standard
384,12/22/2022 01:33:29,LLY,AA123,Maracaju,Kungsör,327,On Time,29,Youopia,None
385,06/18/2022 18:40:09,GMS,UA789,Nova Odesa,Odolanów,67,On Time,13,Kare,Standard
386,06/27/2022 14:16:58,DTM,UA789,Meia Via,Del Pilar,44,Cancelled,9,Thoughtstorm,Standard
387,02/04/2022 02:37:17,TBW,UA789,Liangshan,Longquan,290,Cancelled,29,Voonix,Premium
388,10/11/2022 19:46:52,YDB,UA789,Gunziying,Krajan,221,Cancelled,17,Kazu,Standard
389,08/08/2022 13:36:42,MLN,UA789,Ksawerów,Pag-asa,316,Cancelled,9,Centimia,Standard
390,03/24/2022 05:08:34,BBA,DL456,Nahrīn,Koungheul,134,On Time,19,Ailane,Standard
391,10/11/2022 07:17:03,OKR,AA123,Palguyod,Kowalewo Pomorskie,177,Delayed,5,Yadel,Standard
392,10/29/2022 21:10:10,BIU,DL456,Zhuli,Kamionka,206,On Time,7,Devify,None
393,06/07/2022 03:12:04,YSK,AA123,Dinggou,Roi Et,312,Cancelled,16,Plambee,Premium
394,11/27/2022 02:37:12,GUY,AA123,Asikkala,San Pascual,368,Delayed,8,Jabbertype,Premium
395,12/08/2022 17:05:24,RBB,AA123,Sampués,Nankou,308,Delayed,24,Cogidoo,Standard
396,09/11/2022 22:30:06,WLW,UA789,Tochio-honchō,Kawangu Satu,331,On Time,28,Buzzster,Standard
397,06/16/2022 21:17:02,EAB,DL456,Busia,Zhangjiachang,169,On Time,30,Trunyx,Standard
398,12/17/2022 07:47:04,CBH,UA789,Ban Khok,Bariri,377,Cancelled,28,Devshare,Premium
399,12/02/2022 14:38:58,FMA,UA789,Diaopu,Ribeira,332,On Time,21,Eazzy,None
400,03/19/2022 04:50:56,EXI,UA789,Chengfeng,Sainte-Adèle,248,Delayed,21,Bluezoom,Standard
401,04/03/2022 02:52:03,ZAJ,UA789,Glogovac,Banjar Brahmanabukit,86,Delayed,10,Tanoodle,Premium
402,11/09/2022 01:08:48,SFB,AA123,Papelón,Ciparakan,91,On Time,17,Twiyo,None
403,07/18/2022 02:17:47,KCI,DL456,Qagan Obo,Ruma,188,On Time,18,Tekfly,None
404,04/16/2022 02:41:35,YPI,AA123,Kryvichy,Guolemude,122,On Time,27,Topdrive,Premium
405,01/02/2022 19:24:32,YTT,AA123,,Xumai,379,Delayed,5,Tagcat,Standard
406,08/23/2022 21:34:25,SIA,DL456,Shakīso,Ni’ao,135,Cancelled,8,Feedmix,Premium
407,06/09/2022 06:36:40,SFE,DL456,Huangbu,Shchëkino,175,On Time,2,Meejo,Standard
408,03/15/2022 12:01:02,YDG,AA123,Qingjiang,Tegalalang,63,Cancelled,27,Rhybox,Standard
409,06/07/2022 12:20:29,VPS,UA789,Yaozhuang,Kungälv,318,On Time,16,Quatz,Premium
410,03/22/2022 12:45:16,UGA,DL456,Tha Uthen,Raleigh,290,Cancelled,2,Linktype,Standard
411,06/03/2022 19:13:01,NIF,DL456,Jacksonville,Klisura,60,Delayed,2,Zooveo,Premium
412,09/22/2022 17:57:06,EDA,DL456,Linköping,La Maná,76,Delayed,28,Podcat,Standard
413,04/18/2022 21:51:52,SYW,DL456,Darong,Pontevedra,84,On Time,4,Kazio,None
414,07/17/2022 16:38:58,CNY,AA123,Ust’-Labinsk,Khulna,328,Delayed,14,Mybuzz,Premium
415,05/06/2022 13:59:49,AEL,DL456,San José de Jáchal,Tianzhuang,190,Cancelled,5,Yodoo,Premium
416,06/14/2022 04:07:18,WLC,DL456,Puerto Berrío,Albuquerque,345,Cancelled,29,Einti,Standard
417,10/24/2022 17:51:13,NVA,AA123,,Vovchans’k,374,Cancelled,11,Kwilith,None
418,08/28/2022 11:12:06,SJL,DL456,San Rafael Petzal,Dongshe,352,Delayed,20,Realblab,Premium
419,09/04/2022 19:04:50,GLG,DL456,Buniaga,Yashiga,361,Cancelled,27,Meevee,Standard
420,01/11/2022 13:55:07,VRS,DL456,,Roun Satu,225,On Time,1,Eimbee,Standard
421,07/10/2022 06:45:03,PSD,UA789,Kakamas,Xinli,307,Delayed,8,Flashset,Premium
422,04/10/2022 13:25:02,PHB,DL456,,Juwana,73,On Time,5,Oyoloo,Standard
423,09/16/2022 16:27:08,TYB,AA123,eMbalenhle,Dahu Satu,270,Delayed,24,Agivu,Premium
424,06/20/2022 20:45:36,CNH,DL456,Baliang,Okayama-shi,269,On Time,30,Photofeed,Standard
425,02/26/2022 12:25:59,ORD,UA789,Chợ Mới,Fuyang,389,Cancelled,1,Fliptune,Standard
426,10/24/2022 03:11:03,UMT,AA123,Waegwan,Fushui,104,Cancelled,6,Innojam,Premium
427,03/22/2022 23:10:30,PNT,UA789,Longquan,Liulin,382,Delayed,24,Lazz,Premium
428,09/03/2022 12:32:27,0,DL456,Jiaoxie,Xuguang,140,Delayed,12,DabZ,None
429,09/13/2022 20:51:44,KAC,UA789,Espanola,Hwacheon,156,Delayed,1,Fivespan,None
430,12/22/2022 08:14:15,AXS,DL456,Barabedang,Thị Trấn Văn Quan,359,Cancelled,22,Photofeed,Standard
431,05/21/2022 17:44:28,YYS,AA123,Cheremshan,Abnūb,273,Cancelled,5,Yacero,Premium
432,01/30/2022 04:27:18,MNA,UA789,Angra do Heroísmo,Nepomuceno,46,On Time,8,Topdrive,None
433,09/11/2022 00:37:21,NEL,DL456,Maicao,Tumba,242,Delayed,25,Ooba,None
434,05/21/2022 21:51:28,SCX,AA123,Trelleborg,Keruguya,172,Cancelled,21,Fanoodle,Premium
435,08/08/2022 16:40:01,ODY,UA789,Sukasari,Gorē,42,Delayed,2,Tagfeed,Standard
436,01/04/2022 07:46:07,WNN,DL456,Pozo Hondo,Peso da Régua,152,On Time,7,Fanoodle,None
437,02/05/2022 05:03:58,IUE,DL456,,Koblain,293,Delayed,12,Kwimbee,None
438,03/19/2022 21:45:12,BGT,DL456,Pyapon,Mingjing,154,Delayed,11,Shufflebeat,None
439,01/14/2022 01:26:26,MCI,UA789,Cergy-Pontoise,Kórnik,394,Cancelled,9,Oba,Premium
440,08/24/2022 01:38:48,YBP,UA789,Hor,Kortowo,385,On Time,30,Divavu,Premium
441,01/16/2022 14:45:24,KTC,DL456,Mesopotamía,Caiyuan,17,Delayed,28,Linkbridge,Premium
442,11/20/2022 05:16:12,TUF,UA789,Pitangui,Carolina,29,On Time,2,Yodo,Premium
443,08/21/2022 11:44:28,BRN,UA789,Dongyuan,Rouen,314,On Time,13,Ntag,Premium
444,02/19/2022 10:39:56,TTD,UA789,Lishu,Honglong,168,On Time,28,Feedfire,Standard
445,09/25/2022 15:07:16,PCO,DL456,San Marcos,Georgiyevsk,249,Cancelled,7,Demizz,Premium
446,05/14/2022 03:58:30,OCN,DL456,,Lyozna,307,On Time,3,Gabtype,Premium
447,05/06/2022 05:42:04,MHY,DL456,,Sanzhang,5,Cancelled,12,DabZ,Standard
448,01/04/2022 18:25:27,SSC,AA123,Ciketak,Cuihuangkou,201,Delayed,10,Innotype,Premium
449,12/21/2022 23:32:11,LOM,AA123,Popovi,Tosno,200,On Time,8,Viva,Standard
450,10/19/2022 12:22:30,LPN,DL456,,Araxá,263,Delayed,8,Jaloo,Standard
451,10/29/2022 03:11:13,YZD,DL456,Péplos,Hoima,94,On Time,26,LiveZ,None
452,03/05/2022 06:28:09,KES,DL456,Bongao,Koło,58,On Time,18,Jazzy,None
453,05/13/2022 13:10:20,AYY,UA789,Fanrong,Zhangjia,296,Delayed,24,Realcube,Standard
454,11/06/2022 09:32:57,OPS,DL456,,Lingshan,353,Delayed,18,Twinder,None
455,01/12/2022 14:22:18,BGY,DL456,,Balongmulyo,246,On Time,15,Voolia,Premium
456,02/04/2022 13:40:25,CIA,DL456,Lugang,Siewierz,26,On Time,13,Thoughtstorm,None
457,01/17/2022 15:00:03,YNM,UA789,Francistown,Pinhal Novo,214,Cancelled,21,Vidoo,Standard
458,06/05/2022 05:05:47,STA,UA789,Gangdong,Nuamuzi,62,On Time,10,Skinix,Premium
459,12/24/2022 11:49:12,MHQ,DL456,Wenquan,Chocope,123,On Time,13,Buzzshare,Premium
460,10/23/2022 15:54:30,ATI,UA789,Cam Lộ,Huashan,166,On Time,6,Thoughtbridge,Standard
461,01/20/2022 10:34:13,GNF,UA789,Sirindhorn,Duanjia,111,On Time,26,Skinder,Premium
462,06/12/2022 23:44:21,TSX,AA123,Santa Catalina,Boa Viagem,180,On Time,29,Voonix,Premium
463,05/07/2022 01:18:16,0,UA789,Eslöv,Milanów,60,Cancelled,22,Janyx,Premium
464,06/10/2022 18:54:32,TWA,DL456,,La Romana,44,Cancelled,22,Izio,None
465,08/20/2022 03:05:41,GAI,AA123,Cergy-Pontoise,La Sabana,127,Delayed,25,Bubblebox,None
466,10/25/2022 21:07:35,TIZ,AA123,,Zaječar,54,Cancelled,15,Twitternation,Standard
467,01/27/2022 02:17:11,JUR,AA123,Sevlievo,Pumai,252,On Time,12,Ailane,Premium
468,02/20/2022 18:18:22,RTN,AA123,,Dampit Satu,73,Cancelled,9,Wordware,None
469,09/06/2022 02:27:17,TCU,AA123,San Antonio,Genova,233,Cancelled,28,Linklinks,None
470,12/14/2022 10:51:55,FEN,UA789,Yongheshi,Jalaud,237,Delayed,24,Aibox,Premium
471,05/10/2022 22:34:13,CPE,UA789,San Juan,Badar,57,On Time,17,Bluejam,None
472,06/11/2022 09:22:23,CUT,DL456,Carrizal,Banjar Tiga,391,Cancelled,1,Mudo,Standard
473,11/24/2022 09:48:56,RKO,DL456,Bello,Yong’an,372,Delayed,24,Zoomlounge,Premium
474,08/31/2022 15:49:52,NLD,DL456,Merke,Nîmes,20,Cancelled,7,Blogspan,Premium
475,10/26/2022 07:22:45,0,DL456,Lawrenceville,Primorka,85,On Time,28,Photojam,Premium
476,05/20/2022 17:16:45,LOS,DL456,,Moreira de Geraz do Lima,299,Cancelled,6,Wikizz,None
477,11/17/2022 15:39:46,ERV,UA789,Donja Mahala,Sathing Phra,109,Delayed,18,Jaxworks,Premium
478,03/09/2022 04:26:48,GDV,UA789,Busdi,Shijing,75,Cancelled,2,Dynazzy,None
479,04/19/2022 12:37:12,BXO,DL456,Kentongan,Dosso,51,On Time,22,Divape,Standard
480,10/07/2022 08:32:47,JIL,UA789,Riangbaring,Walnut Grove,240,Delayed,5,Blogtag,None
481,07/11/2022 18:04:27,TLL,DL456,Zhangjia,Ágios Andréas,90,On Time,13,Browsedrive,Premium
482,09/23/2022 04:00:59,EUQ,UA789,Pārūn,Tours,320,On Time,15,Skipfire,None
483,01/09/2022 12:17:18,MPM,DL456,Runka,Correia Pinto,307,Cancelled,1,Rhynoodle,Standard
484,08/28/2022 16:50:09,REC,DL456,Dubrava,Bayt Ta‘mar,141,Cancelled,19,Twitterlist,Premium
485,11/20/2022 09:06:34,JEQ,UA789,Liulin,Tepusteca,34,On Time,18,Topdrive,Standard
486,10/21/2022 23:59:04,MKY,UA789,Gevgelija,Wushan,102,Delayed,16,Shufflebeat,Standard
487,07/14/2022 00:37:32,HGE,DL456,Tadmur,Ayabe,129,Delayed,27,Jetpulse,Premium
488,04/27/2022 15:55:30,YLM,DL456,Dobje pri Planini,Sophia Antipolis,303,On Time,29,Aibox,Premium
489,02/03/2022 17:58:45,HFT,AA123,Meiktila,Kilimatinde,22,On Time,12,Tekfly,None
490,09/25/2022 16:59:28,SLG,DL456,,Celje,149,On Time,23,Kimia,Premium
491,01/06/2022 05:39:17,TBQ,DL456,Gò Quao,Ben Arous,1,On Time,28,Shufflebeat,None
492,11/18/2022 10:37:34,GZO,DL456,Gazojak,Lesnyye Polyany,109,Delayed,16,Photobean,Premium
493,07/13/2022 21:35:28,STH,DL456,,Yelenendorf,364,Delayed,12,Quatz,None
494,06/22/2022 23:42:06,LCH,AA123,Juan Adrián,Novi Slankamen,73,On Time,24,Twimm,None
495,06/13/2022 02:19:33,VCS,AA123,Ujar,Krajan Curahcotok,98,On Time,23,Rhycero,None
496,08/11/2022 12:05:30,PPD,UA789,Paris 14,Wuxiang,328,Delayed,6,Shufflebeat,Premium
497,03/05/2022 19:32:46,KRQ,DL456,Shinyanga,Cercal,85,On Time,21,Tagtune,Standard
498,12/26/2022 02:48:52,WSG,UA789,Ariana,Huanghuai,379,Delayed,8,Tagopia,Premium
499,09/05/2022 04:19:45,MZG,UA789,Tongyangdao,Tallinn,183,Cancelled,14,Lajo,Standard
500,10/23/2022 15:46:55,PWK,AA123,Shuanglong,Ciudad Barrios,374,Cancelled,23,Divape,None
501,10/18/2022 12:49:33,GEY,DL456,Kansas City,Adir,64,Cancelled,19,Leexo,None
502,07/25/2022 02:37:12,JSY,DL456,Longquan,Štítná nad Vláří,249,On Time,29,Skipfire,None
503,04/01/2022 02:42:45,LPA,DL456,Pul-e Sangī,Maranganí,354,Cancelled,29,Kanoodle,None
504,12/21/2022 03:28:42,DPS,AA123,Wola Sernicka,Cisantri,81,On Time,12,Oodoo,Standard
505,01/28/2022 18:46:35,GAS,DL456,Karpushikha,Pleiku,1,On Time,20,Skynoodle,Premium
506,10/17/2022 01:25:32,YFJ,DL456,Liuji,Pilcuyo,212,Delayed,20,Gabcube,None
507,08/23/2022 20:02:12,PMM,AA123,Puerto Guzmán,Krasnystaw,255,Cancelled,30,Pixonyx,Premium
508,06/30/2022 19:51:30,LPK,AA123,Petrovskaya,Yajiang,142,Cancelled,30,DabZ,Standard
509,09/01/2022 23:38:10,CIW,DL456,Bernal,Argalastí,39,On Time,20,Trudeo,Premium
510,10/30/2022 11:01:18,WAH,DL456,Gvozd,Kovel’,53,Delayed,26,Chatterpoint,Standard
511,03/08/2022 17:52:05,ADC,UA789,,Kuala Lumpur,227,Delayed,1,Zoomcast,Premium
512,09/07/2022 18:59:13,PRG,UA789,Shengtang,Borāzjān,50,On Time,16,Avavee,None
513,01/29/2022 05:43:13,UUK,DL456,,Riosucio,255,On Time,2,Meevee,Premium
514,08/24/2022 20:29:43,MSW,UA789,Lunas,Qianjin,167,On Time,25,Gigashots,Premium
515,12/01/2022 04:30:34,LUA,UA789,Huangcun,Yuncheng,196,Delayed,22,Janyx,Premium
516,11/12/2022 23:55:50,GAJ,DL456,Miānwāli,Valencia,79,On Time,8,Digitube,Premium
